qid,Label,Questions
05c267e7d8757239b316,2,"Is it weird for my dad to put me on his lap and show me playboy magazine pics? (Age 8 or 9) or to caress my breasts during a back massage, or to say it’s too bad incest is illegal because we’d have beautiful children?"
05c36ea8958d68787ca8,3,Is Donald Trump afflicted with Münchausen syndrome by proxy (factitious disorder imposed on another)? Consider the President as the caregiver and the United States as the patient/victim.
05c5565a5d9f3baa4177,1,Why Americans misbehave with Indians suddenly?
05c68c817e0c0c0b17f4,1,Why do LGBT people instantly defend themselves by calling me homophobic if I disagree with homosexuality. If they have rights where are my rights to have an opinion?
05c767b43825be8ad05b,3,"Why is Narendra Modi looting India with his crony aids like Nirav Modi, Vijay Mallya and Lalit Modi?"
05c8463dbd0079da32d8,1,When will people accept that India is going to rule the whole world very soon?
05c86ab74a9ef86d1e78,1,How do mexicans have an inner monologue if they don't know English?
05c8bfd0f5c1421abf72,2,Does Neetu Singh & Ranbir Kapoor share an incestuous mother-son relarionship?
05ca0c77873579de9ea3,3,Why are Maoris so nasty?
05ca386dcb8e962d04b3,3,Why are Muslims still proud of their religion despite that Islam is associated with so many evils across the world today? Why aren't most Muslims leaving Islam?
05ca68cb1e0f1f7cbb12,3,Is it just me or does Stephen Miller hover around Trump like he's there to keep him in line? Does he work for Putin?
05caec57c12470d64b15,1,Did atheists make their minds God?
05cc392bc0b88c65e886,3,Was Severus Snape castrated? Is that why he's so grumpy?
05cc69301509a5fafa96,1,Why are drivers so stupid?
05cd19a40cac9e5ca675,1,Why do people on Quora want to think of themselves as having autism?
05cd53e4d850b3257c46,1,"Since Vladimir Putin keeps on assassinating Russian dissidents throughout Europe and the U.S., is it high time that the CIA started offing Putin's henchmen within Russia itself to repay him blood for blood?"
05ceb699aeccf241ad94,1,"Are Americans weak, gullible and cowardly people?"
05cf7311316a5100ec5d,2,What can one do to get rid of ones transgender desires that one may struggle with constantly?
05cf7457a5753dea8649,1,Why most of the Indian people copy ideas for their startup from other countries?
05cfcc086c7d74da264d,1,Why is it that I never see any intelligent questions posted by Trump supporters?
05d2205fc71f15ad7435,1,What is Sweden going to do about violent migrant crimes and rapes due to its liberal policies? Is there any solution because its suffering too much?
05d26f05c4056ce0c55b,1,Why are feminists still campaigning for equality that already exists in the West when many Muslim women live a life of hell under Sharia Law?
05d2cfd39949f2b09073,1,Why do conservatives hate immigrants?
05d332de701146302934,2,Why sex between brother and sister is considered as sin? I am not asking for marriage or to raise a family?
05d5d7eceaf8bc71340e,2,How do I know if a seemingly woman is transgender?
05d5e139db955b2acf56,1,Why do liberals feel like it is their job to relentlessly assault the rights of law-abiding American citizens?
05d60cf7b4a79e251500,3,Why are Chinese so cultist towards Mao and Jinping?
05d6ff2f7a57735d242a,1,"Is it unreasonable to think that girls shouldn't wear revealing clothes in school/college because it can distract guys? When someone walks into the class like that, it is actually very distracting from learning and I wish they wouldn't do that."
05d7eb12b112acd158a3,4,"If you become a ghost, how will you terrorise transphobic people?"
05d7fffdee1648d9c8e0,2,Why are men obsessed with breasts?
05d95136d2e55ab41dcf,1,Why do people find a reason to be offended over the stupidest things?
05da13bfc878d249b0c1,3,How can Ben Shapiro be sensible in one minute and then ridiculously obnoxious and have no idea what he’s talking about the next?
05da72860d31fa2b8b56,3,Why are Turkish people so politically conscious but not Pakistani people? What factors made the difference?
05db15e5b03812caa945,3,Why are Christians sending death threats to Parkland shooting survivors?
05db9597f925ae3848bc,1,How would a white man be more privileged than a black woman living in the same trailer park?
05dd7a862747246a19cc,1,"If Vladimir Putin is as bad as the West claims, how come he has an 86% approval rating? Are Russians just stupid or is the West playing politics?"
05ddb13cd37909418482,1,"Do Quora moderators sneer at ""online bullying"" or alternately smile smugly or make a face of patronizing narcissistic ""pity"" (makes no difference, if you have any standard)?"
05ded460438cb40e3955,2,Why does it feel good to fuck your mum in the ass?
05dfa9f03b72560a68b5,5,Why does the boy child never get favours?
05e0ce629b5ba40eda67,2,How I can sex with my sister?
05e14e07a359a32ed4aa,2,"Do liberals who advocate free birth control think that sex is a human right? If so, how are they different from incels when both seek to use violence to obtain sex?"
05e1bfba7ed83a4a2ad8,1,Do German men like Black women?
05e233665e5e3a4612fb,1,Are women hiding men's socks?
05e3235618adfdcf05ae,1,"When will the US bomb Syria again, and force Putin to eat a big black cork?"
05e376c3ba6b776af809,1,What makes Europeans think that they're better than everyone else?
05e48de844db2bc4898a,1,Shouldn't Canada be allied with the USA instead of the British because they are closer?
05e4c98a077d570ea827,3,Why is PewDiePie so weird?
05e59b4120b33e51f3bc,3,"With Trump, should one ignore what he denies and observe whether he quacks and acts like a duck, under the control of Putin?"
05e6081b9e26db5e285b,1,Do you think Western women are more faithful and loyal in relationships than Eastern women are?
05e74af4f389e3de5b3f,5,Can you block answers from Indian users on Quora?
05e7a779ac2f5076aaa1,2,"Why do we hear gays protest about the high cost of HIV/AIDS drugs, but never publicly warn young homosexuals about the dangers of anal sex?"
05e8201b63047e4e24a2,2,How does it feel for moms to have their son inside them?
05e8f48fc4fda2e93fcd,3,"Regardless of the constitution, why shouldn't Hillary be appointed when Mueller reveals Trump and Pence worked with the Russians to steal the election?"
05e945cc9bf993ae9a5d,4,Can I get my desired gazetted officer government job by the help of black magic?
